query,query_cluster,evidence_type,page,clicks,impressions,ctr,position,trend_3m,12m_clicks,12m_impressions,12m_ctr,12m_position,intent,commercial_value,content_match,recommended_action,implementation_type,scalability,difficulty,opportunity_score
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AME-vs-HII,0.0,1.0,0.0,32.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMGN-vs-BIO,0.0,1.0,0.0,93.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMP-vs-ERIE,0.0,1.0,0.0,56.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMP-vs-TWO,0.0,1.0,0.0,99.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMRX-vs-HNGE,0.0,1.0,0.0,49.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMSC-vs-RCAT,0.0,1.0,0.0,94.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/APLD-vs-CACI,0.0,1.0,0.0,63.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ARDT-vs-MPLT,0.0,1.0,0.0,71.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ARLO-vs-HLMN,0.0,1.0,0.0,48.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ATEN-vs-BRZE,0.0,1.0,0.0,34.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AVA-vs-NWE,0.0,1.0,0.0,53.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AVNS-vs-URGN,0.0,1.0,0.0,43.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AVY-vs-STLD,0.0,1.0,0.0,96.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AWK-vs-XEL,0.0,1.0,0.0,85.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AWR-vs-NWE,0.0,1.0,0.0,78.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AXON-vs-HII,0.0,1.0,0.0,39.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BA-vs-JBHT,0.0,1.0,0.0,69.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BEP-vs-PPL,0.0,1.0,0.0,67.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BFLY-vs-VIR,0.0,1.0,0.0,35.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BGY-vs-VCV,0.0,1.0,0.0,83.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BKNG-vs-DFH,0.0,1.0,0.0,98.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BLFS-vs-HROW,0.0,1.0,0.0,31.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BLSH-vs-VECO,0.0,1.0,0.0,74.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BMNR-vs-WAL,0.0,1.0,0.0,73.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BMRC-vs-HMN,0.0,1.0,0.0,68.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BVS-vs-TRAX,0.0,1.0,0.0,98.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BWXT-vs-FPS,0.0,1.0,0.0,95.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BXP-vs-CPT,0.0,1.0,0.0,88.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CCL-vs-PRSU,0.0,1.0,0.0,64.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CENT-vs-TR,0.0,1.0,0.0,84.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CG-vs-UNM,0.0,1.0,0.0,100.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CLOV-vs-TMDX,0.0,1.0,0.0,87.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CMCO-vs-ERII,0.0,1.0,0.0,90.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CMG-vs-EBAY,0.0,1.0,0.0,43.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CMP-vs-FMC,0.0,1.0,0.0,47.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CNA-vs-GLXY,0.0,1.0,0.0,74.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CNA-vs-HUT,0.0,1.0,0.0,71.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/COAG-vs-URGN,0.0,1.0,0.0,78.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/COLM-vs-VGNT,0.0,1.0,0.0,55.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/COP-vs-SOBO,0.0,1.0,0.0,34.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CRL-vs-OSCR,0.0,1.0,0.0,72.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CRWD-vs-WDC,0.0,1.0,0.0,83.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CVBF-vs-UTG,0.0,1.0,0.0,80.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CYRX-vs-KRNT,0.0,1.0,0.0,90.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DDI-vs-RSVR,0.0,1.0,0.0,100.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DIS-vs-PINS,0.0,1.0,0.0,84.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DMLP-vs-NRP,0.0,1.0,0.0,47.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DSGN-vs-SIBN,0.0,1.0,0.0,59.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DYN-vs-IDYA,0.0,1.0,0.0,96.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/EA-vs-NFLX,0.0,1.0,0.0,95.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/EBC-vs-ENVA,0.0,1.0,0.0,61.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/EBF-vs-ORN,0.0,1.0,0.0,31.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/EPR-vs-KRC,0.0,1.0,0.0,91.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ERAS-vs-MMSI,0.0,1.0,0.0,47.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/EVT-vs-TWN,0.0,1.0,0.0,40.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FBK-vs-NAD,0.0,1.0,0.0,87.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FCBC-vs-PGC,0.0,1.0,0.0,38.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FCF-vs-HMN,0.0,1.0,0.0,50.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FICO-vs-VRSN,0.0,1.0,0.0,97.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FULC-vs-HROW,0.0,1.0,0.0,76.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GENB-vs-SION,0.0,1.0,0.0,81.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GILT-vs-VERX,0.0,1.0,0.0,41.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GMED-vs-PODD,0.0,1.0,0.0,64.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GPCR-vs-RLAY,0.0,1.0,0.0,38.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GPK-vs-PHIN,0.0,1.0,0.0,71.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GT-vs-SVV,0.0,1.0,0.0,78.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/HAYW-vs-WOR,0.0,1.0,0.0,88.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/HBM-vs-HL,0.0,1.0,0.0,56.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/HMN-vs-NMAI,0.0,1.0,0.0,42.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/HMN-vs-SFST,0.0,1.0,0.0,37.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/HTGC-vs-JPC,0.0,1.0,0.0,94.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/IBOC-vs-NNI,0.0,1.0,0.0,79.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/IMKTA-vs-SAM,0.0,1.0,0.0,98.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/INOD-vs-SEDG,0.0,1.0,0.0,65.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/IOT-vs-ZS,0.0,1.0,0.0,93.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/IVZ-vs-TRU,0.0,1.0,0.0,94.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/JCI-vs-WM,0.0,1.0,0.0,87.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/JXN-vs-PB,0.0,1.0,0.0,90.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/KE-vs-SERV,0.0,1.0,0.0,97.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/KFRC-vs-VLRS,0.0,1.0,0.0,63.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/KMB-vs-KVUE,0.0,1.0,0.0,67.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/KN-vs-NN,0.0,1.0,0.0,48.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/KRG-vs-RYN,0.0,1.0,0.0,84.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/LOGI-vs-PTC,0.0,1.0,0.0,96.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MAIN-vs-MARA,0.0,1.0,0.0,50.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MAZE-vs-XNCR,0.0,1.0,0.0,91.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MD-vs-VCEL,0.0,1.0,0.0,85.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MKTX-vs-PFSI,0.0,1.0,0.0,93.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MNTN-vs-SABR,0.0,1.0,0.0,82.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MWH-vs-POR,0.0,1.0,0.0,49.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
